;Codigo accidentado;Turno;Gender;Planta;Tipo accidente;Tipo trabajador;Fabrica;Tecnología;Pais;Horas Presencia Efectiva Subcontratados;Horas Presencia Efectiva ETTs;Horas Formacion Seguridad Propios;Horas Formacion Seguridad ETTs;Accident;wk_position;Age;Severity;Accident_place
123;HS-CEPA_5648;Turno de mañana;Hombre;19;Incidente;Incidente (no aplica);Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;MF LSL 1;Mayor 50;Muy grave;Mantenimiento
124;HS-CEPA_5649;Turno de mañana;Hombre;19;Incidente;Incidente (no aplica);Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;GRUISTA;Entre 30-50;Leve;Mantenimiento
125;HS-HIAS_5650;Turno de mañana;Hombre;15;Incidente;Incidente (no aplica);Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Auxiliar/Montador;Entre 30-50;Grave;Mantenimiento
126;HS-HIAS_5651;Turno de mañana;Hombre;15;Incidente;Incidente (no aplica);Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Titular de Linea;Menor 30;Leve;Mantenimiento
127;HS-BRCL_5652;Turno de mañana;Hombre;1;Incidente;Incidente (no aplica);Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;Yes;Mantenimiento;Entre 30-50;Leve;Mantenimiento
128;HS-BRCL_5653;Turno de tarde;Hombre;1;Incidente;Incidente (no aplica);Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;Yes;maquinista;Mayor 50;Grave;Mantenimiento
129;HS-GLCA_5655;Turno de tarde;Hombre;14;Accidente c/b;Indefinido;Burgos;Cizalla;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Operador logistico;Entre 30-50;Grave;Mantenimiento
130;HS-BRCL_5656;Turno de tarde;Hombre;1;Accidente c/b;Indefinido;Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;Yes;Sorting and packing product;Entre 30-50;Grave;Mantenimiento
131;HS-GLCA_5657;Turno de noche;Hombre;14;Incidente;Incidente (no aplica);Burgos;Cizalla;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Verlader Halle 8;Entre 30-50;Muy grave;Mantenimiento
132;HS-GLCA_5658;Turno de mañana;Hombre;14;Accidente s/b;Duración Determinada;Burgos;Cizalla;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Lkw Fahrer Firma Schielke;Menor 30;Leve;Mantenimiento
133;HS-HIAS_5659;Turno de mañana;Hombre;15;Incidente;Indefinido;Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Handling material;Entre 30-50;Muy grave;Mantenimiento
134;HS-RGNT_5660;Turno de mañana;Hombre;34;Accidente c/b;Indefinido;Gonvauto Barcelona;Blanking;España;72495.20000000001;21968.3;587.0;0.0;Yes;DESCARGAS;Entre 30-50;Muy grave;Mantenimiento
135;HS-CEPA_5661;Turno de mañana;Hombre;19;Accidente c/b;Indefinido;Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;GRUISTA - EMBALADOR;Entre 30-50;Muy grave;Mantenimiento
136;HS-SLVK_5662;Turno de tarde;Hombre;27;Accidente s/b;Duración Determinada;Czech;Corte Láser 3D;Rep.Checa;0.0;0.0;0.0;0.0;Yes;Maschinenführer 1 Presse 4/6;Entre 30-50;Grave;Mantenimiento
137;HS-SLVK_5663;Turno de mañana;Hombre;27;Incidente;Indefinido;Czech;Corte Láser 3D;Rep.Checa;0.0;0.0;0.0;0.0;Yes;Operador de Har lan;Mayor 50;Grave;Mantenimiento
138;HS-BRCL_5664;Turno de tarde;Hombre;1;Incidente;Incidente (no aplica);Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;Yes;Soldador/gruista;Mayor 50;Leve;Mantenimiento
139;HS-BRCL_5665;Turno de tarde;Hombre;1;Incidente;Incidente (no aplica);Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;Yes;Kranführer Halle 2;Entre 30-50;Leve;Mantenimiento
140;HS-BRCL_5666;Turno de tarde;Hombre;1;Incidente;Incidente (no aplica);Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;Yes;Titular Prensa 1;Mayor 50;Muy grave;Mantenimiento
141;HS-BRGS_5667;Turno de mañana;Hombre;2;Incidente;Incidente (no aplica);Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;Yes;Operario de montacarga;Entre 30-50;Grave;Mantenimiento
142;HS-HIAS_5668;Turno de tarde;Hombre;15;Incidente;Incidente (no aplica);Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Crane driver;Entre 30-50;Grave;Mantenimiento
143;HS-SAUS_5669;Turno de mañana;Hombre;7;Accidente s/b;Indefinido;Barcelona;Cizalla;España;25684.5;18302.3;1150.6;151.5;Yes;galvanized-hanger;Mayor 50;Leve;Mantenimiento
144;HS-BRGS_5670;Turno de mañana;Hombre;2;Accidente s/b;Duración Determinada;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;Yes;Operadores limpieza de caldera y gruista de caldera;Mayor 50;Muy grave;Mantenimiento
145;HS-BRGS_5671;Turno de mañana;Hombre;2;Accidente s/b;ETT;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;Yes;Neutra De Galvanizado;Mayor 50;Muy grave;Mantenimiento
146;HS-BRGS_5672;Turno de tarde;Hombre;2;Incidente;Incidente (no aplica);Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;Yes;OPERARIO TREN DE TROQUELADO;Menor 30;Muy grave;Mantenimiento
147;HS-BRCL_5673;Turno de mañana;Hombre;1;Incidente;Incidente (no aplica);Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;Yes;Salida de la carretilla de descarga y flejado del material;Mayor 50;Leve;Mantenimiento
148;HS-GLCA_5674;Turno de mañana;Hombre;14;Accidente c/b;Indefinido;Burgos;Cizalla;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;soldador/gruista;Mayor 50;Grave;Mantenimiento
149;HS-BRGS_5675;Turno de tarde;Hombre;2;Accidente s/b;ETT;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;Yes;LONGI002;Mayor 50;Grave;Mantenimiento
150;HS-GNVT_5676;Turno de tarde;Hombre;12;Incidente;Incidente (no aplica);Barcelona;Skinpass;España;25684.5;18302.3;1150.6;151.5;Yes;Mantenimiento Eléctrico;Menor 30;Leve;Mantenimiento
151;HS-THRN_5677;Turno de tarde;Hombre;25;Incidente;Incidente (no aplica);Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;Yes;Operario de maquinas;Mayor 50;Muy grave;Mantenimiento
152;HS-GNVT_5678;Turno de mañana;Hombre;12;Incidente;Incidente (no aplica);Barcelona;Skinpass;España;25684.5;18302.3;1150.6;151.5;Yes;Supervisor Logistik;Menor 30;Leve;Mantenimiento
153;HS-GNVT_5679;Turno de mañana;Hombre;12;Incidente;Incidente (no aplica);Barcelona;Skinpass;España;25684.5;18302.3;1150.6;151.5;Yes;FINANZAS - PAGO A PROVEEDORES;Entre 30-50;Muy grave;Mantenimiento
154;HS-BRGS_5680;Turno de tarde;Hombre;2;Incidente;Indefinido;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;Yes;Camionero externo;Menor 30;Grave;Mantenimiento
155;HS-CZCH_5681;Turno de mañana;Mujer;29;Accidente c/b;Indefinido;Galicia;Corte Longitudinal;España;17051.0;211.0;756.3;0.4;Yes;Stacker Operator - Training as blanking operator;Mayor 50;Muy grave;Mantenimiento
156;HS-PBLA_5682;Turno de tarde;Hombre;32;Accidente c/b;Indefinido;Gonvauto Asturias;Sierra;España;0.0;29316.0;188.0;47.0;Yes;welding for polygon;Mayor 50;Grave;Mantenimiento
157;HS-HIAS_5683;Turno de tarde;Hombre;15;Accidente s/b;Duración Determinada;Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Lkw Fahrer;Entre 30-50;Leve;Mantenimiento
158;HS-BRGS_5684;Turno de mañana;Hombre;2;Incidente;Indefinido;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;Yes;Operario Salida Decapado;Entre 30-50;Muy grave;Mantenimiento
159;HS-CEPA_5685;Turno de mañana;Hombre;19;Accidente c/b;Indefinido;Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;占从涛;Menor 30;Leve;Mantenimiento
160;HS-CEPA_5686;Turno de mañana;Hombre;19;Incidente;Incidente (no aplica);Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;hanger;Mayor 50;Grave;Mantenimiento
161;HS-CEPA_5687;Turno de mañana;Hombre;19;Incidente;Incidente (no aplica);Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Varios;Entre 30-50;Grave;Mantenimiento
162;HS-GNVT_5688;Turno de tarde;Hombre;12;Incidente;Incidente (no aplica);Barcelona;Skinpass;España;25684.5;18302.3;1150.6;151.5;Yes;Carpintería;Mayor 50;Leve;Mantenimiento
163;HS-GNVT_5689;Turno de noche;Hombre;12;Accidente s/b;ETT;Barcelona;Skinpass;España;25684.5;18302.3;1150.6;151.5;Yes;Forklift Driver;Mayor 50;Muy grave;Mantenimiento
164;HS-HIAS_5690;Turno de mañana;Hombre;15;Incidente;Incidente (no aplica);Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;EMBAL480;Mayor 50;Leve;Mantenimiento
165;HS-HIAS_5691;Turno de tarde;Hombre;15;Incidente;Incidente (no aplica);Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;flejador;Mayor 50;Muy grave;Mantenimiento
166;HS-BRGS_5692;Turno de mañana;Hombre;2;Incidente;Indefinido;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;Yes;Manutenção;Menor 30;Muy grave;Mantenimiento
167;HS-CLMB_5693;Turno de mañana;Hombre;20;Incidente;Indefinido;Burgos;Skinpass;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;montador y embajador en LCL;Entre 30-50;Muy grave;Mantenimiento
168;HS-THRN_5694;Turno de tarde;Hombre;25;Incidente;Incidente (no aplica);Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;Yes;Slitting Operator ;Mayor 50;Muy grave;Mantenimiento
169;HS-THRN_5695;Turno de tarde;Hombre;25;Incidente;Incidente (no aplica);Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;Yes;Auxiliar de Laboratorio;Menor 30;Muy grave;Mantenimiento
170;HS-HIAS_5696;Turno de mañana;Hombre;15;Accidente s/b;Duración Determinada;Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;MF2 LONGI002;Entre 30-50;Leve;Mantenimiento
171;HS-HIAS_5697;Turno de tarde;Hombre;15;Incidente;Incidente (no aplica);Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Fertigungsingenieur;Menor 30;Leve;Mantenimiento
172;HS-THRN_5698;Turno de mañana;Hombre;25;Accidente s/b;Indefinido;Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;Yes;Supervisor Produktion;Menor 30;Muy grave;Mantenimiento
173;HS-VLNC_5699;Turno de tarde;Hombre;5;Accidente s/b;Indefinido;Arizona;Corte Láser;EEUU;0.0;0.0;0.0;0.0;Yes;Corte plasma;Menor 30;Leve;Mantenimiento
174;HS-VLNC_5700;Turno de mañana;Hombre;5;Accidente s/b;Indefinido;Arizona;Corte Láser;EEUU;0.0;0.0;0.0;0.0;Yes;Maschinenbedienerin;Mayor 50;Muy grave;Mantenimiento
175;HS-VLNC_5701;Turno de mañana;Hombre;5;Incidente;Incidente (no aplica);Arizona;Corte Láser;EEUU;0.0;0.0;0.0;0.0;Yes;Techniker;Entre 30-50;Leve;Mantenimiento
176;HS-HIAS_5702;Turno de mañana;Hombre;15;Accidente s/b;ETT;Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Descargador;Entre 30-50;Leve;Mantenimiento
177;HS-HIAS_5703;Turno de mañana;Hombre;15;Incidente;Incidente (no aplica);Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Embal480;Mayor 50;Muy grave;Mantenimiento
178;HS-HIAS_5704;Turno de tarde;Hombre;15;Incidente;Incidente (no aplica);Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;CARRETILLERO TRANS005;Mayor 50;Grave;Mantenimiento
179;HS-THRN_5705;Turno de tarde;Hombre;25;Accidente s/b;Indefinido;Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;Yes;metal grinding - 2A hole;Menor 30;Leve;Mantenimiento
180;HS-STUR_5706;Turno de tarde;Hombre;16;Incidente;ETT;Burgos;Corte Transversal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Lkw-Fahrer von Veolia-Umweltservice (extern);Menor 30;Grave;Mantenimiento
181;HS-BRGS_5707;Turno de mañana;Hombre;2;Incidente;Incidente (no aplica);Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;Yes;galvanized-  packaging;Entre 30-50;Leve;Mantenimiento
182;HS-VLNC_5709;Turno de tarde;Hombre;5;Accidente c/b;ETT;Arizona;Corte Láser;EEUU;0.0;0.0;0.0;0.0;Yes;OPERARIO;Entre 30-50;Muy grave;Mantenimiento
183;HS-GNVT_5711;Turno de tarde;Hombre;12;Incidente;Incidente (no aplica);Barcelona;Skinpass;España;25684.5;18302.3;1150.6;151.5;Yes;GRUA CALDERA;Entre 30-50;Grave;Mantenimiento
184;HS-HIAS_5713;Turno de mañana;Hombre;15;Incidente;Incidente (no aplica);Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;plegador;Mayor 50;Leve;Mantenimiento
185;HS-HIAS_5714;Turno de mañana;Hombre;15;Incidente;Incidente (no aplica);Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Soldador y gruista;Entre 30-50;Grave;Mantenimiento
186;HS-CLMB_5715;Turno de mañana;Hombre;20;Incidente;Indefinido;Burgos;Skinpass;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Gruista/cargador;Entre 30-50;Muy grave;Mantenimiento
187;HS-THRN_5716;Turno de noche;Hombre;25;Incidente;Incidente (no aplica);Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;Yes;Puente Grua - Flejador;Entre 30-50;Grave;Mantenimiento
188;HS-THRN_5717;Turno de mañana;Hombre;25;Incidente;Incidente (no aplica);Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;Yes;External Agency - Camera Installer;Mayor 50;Grave;Mantenimiento
189;HS-HIAS_5718;Turno de mañana;Hombre;15;Incidente;Incidente (no aplica);Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Maschinenführer 2 Pressen;Entre 30-50;Grave;Mantenimiento
190;HS-DNGG_5719;Turno de mañana;Hombre;41;Incidente;Incidente (no aplica);Hiasa;Corte Láser;España;0.0;167848.0;1300.5;101.5;Yes;Zona de Picos de Nave 3;Entre 30-50;Muy grave;Mantenimiento
191;HS-HIAS_5720;Turno de tarde;Hombre;15;Incidente;Incidente (no aplica);Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;safety guard;Entre 30-50;Grave;Mantenimiento
192;HS-THRN_5721;Turno de tarde;Hombre;25;Accidente s/b;Indefinido;Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;Yes;assistant of operator;Menor 30;Grave;Mantenimiento
193;HS-BRCL_5722;Turno de tarde;Hombre;1;Incidente;Incidente (no aplica);Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;Yes;Manutenção;Mayor 50;Muy grave;Mantenimiento
194;HS-BRCL_5723;Turno de mañana;Hombre;1;Incidente;Incidente (no aplica);Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;Yes;Presseneinrichter;Mayor 50;Muy grave;Mantenimiento
195;HS-HIAS_5724;Turno de mañana;Hombre;15;Incidente;Incidente (no aplica);Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Auxiliar máquina 1;Entre 30-50;Grave;Mantenimiento
196;HS-HIAS_5726;Turno de mañana;Hombre;15;Incidente;Incidente (no aplica);Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Wergzeugmacher;Entre 30-50;Muy grave;Mantenimiento
197;HS-HIAS_5727;Turno de mañana;Hombre;15;Incidente;Incidente (no aplica);Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;maquinista/gruista;Entre 30-50;Leve;Mantenimiento
198;HS-HIAS_5728;Turno de noche;Hombre;15;Incidente;Incidente (no aplica);Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Longi 2;Menor 30;Leve;Mantenimiento
199;HS-PLSK_5729;Turno de tarde;Hombre;26;Incidente;Incidente (no aplica);Campinas;Skinpass;Brasil;2835.52;2046.18;1212.5;0.0;Yes;Operario de Entrada M1 y Gruista;Entre 30-50;Muy grave;Mantenimiento
200;HS-KLGA_5730;Turno de mañana;Hombre;28;Accidente s/b;Indefinido;Galicia;Blanking;España;17051.0;211.0;756.3;0.4;Yes;Platinen wenden;Entre 30-50;Leve;Mantenimiento
201;HS-HIAS_5731;Turno de tarde;Hombre;15;Incidente;Incidente (no aplica);Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Press operator Ln 3  2nd shift;Mayor 50;Leve;Mantenimiento
202;HS-HIAS_5732;Turno de mañana;Hombre;15;Accidente s/b;Indefinido;Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Maschinenführer Presse 1;Entre 30-50;Leve;Mantenimiento
203;HS-BRCL_5733;Turno de tarde;Hombre;1;Accidente s/b;Indefinido;Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;Yes;supplier;Menor 30;Grave;Mantenimiento
204;HS-BRCL_5734;Turno de tarde;Hombre;1;Incidente;Incidente (no aplica);Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;Yes;Titular de línea y auxiliar (Prensa Rovetta);Menor 30;Leve;Mantenimiento
205;HS-DNGG_5737;Turno de mañana;Hombre;41;Incidente;Incidente (no aplica);Hiasa;Corte Láser;España;0.0;167848.0;1300.5;101.5;Yes;team leader;Menor 30;Grave;Mantenimiento
206;HS-SAUS_5738;Turno de mañana;Hombre;7;Incidente;Incidente (no aplica);Barcelona;Cizalla;España;25684.5;18302.3;1150.6;151.5;Yes;Gruista entrada;Mayor 50;Leve;Mantenimiento
207;HS-LVLN_5739;Turno de mañana;Hombre;57;Incidente;Incidente (no aplica);Kaluga;Blanking;Russia;4675.0;2625.3;240.0;0.0;Yes;Operario de maquina (taladro radial);Entre 30-50;Grave;Mantenimiento
208;HS-SAUS_5740;Turno de noche;Hombre;7;Incidente;Incidente (no aplica);Barcelona;Cizalla;España;25684.5;18302.3;1150.6;151.5;Yes;Control Calidad;Entre 30-50;Leve;Mantenimiento
209;HS-SAUS_5741;Turno de mañana;Hombre;7;Incidente;Incidente (no aplica);Barcelona;Cizalla;España;25684.5;18302.3;1150.6;151.5;Yes;storekeeper;Mayor 50;Muy grave;Mantenimiento
210;HS-SAUS_5742;Turno de mañana;Hombre;7;Incidente;Incidente (no aplica);Barcelona;Cizalla;España;25684.5;18302.3;1150.6;151.5;Yes;Maquinista longitudinal;Mayor 50;Leve;Mantenimiento
211;HS-THRN_5743;Turno de mañana;Hombre;25;Incidente;Incidente (no aplica);Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;Yes;Línea Longitudinal;Entre 30-50;Leve;Mantenimiento
212;HS-BRGS_5744;Turno de tarde;Hombre;2;Accidente s/b;Indefinido;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;Yes;Operating the portalcrane;Mayor 50;Leve;Mantenimiento
213;HS-BRGS_5745;Turno de tarde;Hombre;2;Incidente;Duración Determinada;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;Yes;Operador auxiliar;Entre 30-50;Leve;Mantenimiento
214;HS-KLGA_5746;Turno de mañana;Hombre;28;Accidente s/b;Subcontratado;Galicia;Blanking;España;17051.0;211.0;756.3;0.4;Yes;proceso;Menor 30;Muy grave;Mantenimiento
215;HS-PRNA_5747;Turno de tarde;Hombre;35;Incidente;Incidente (no aplica);Gonvauto Barcelona;Corte Transversal;España;72495.20000000001;21968.3;587.0;0.0;Yes;"Auxiliares de Logistica
Operador de Grua Telescopica";Mayor 50;Leve;Mantenimiento
216;HS-STHC_5748;Turno de mañana;Hombre;33;Accidente s/b;Indefinido;Gonvauto Asturias;Tubos;España;0.0;29316.0;188.0;47.0;Yes;Kranführer;Entre 30-50;Muy grave;Mantenimiento
217;HS-KLGA_5749;Turno de mañana;Hombre;28;Incidente;Incidente (no aplica);Galicia;Blanking;España;17051.0;211.0;756.3;0.4;Yes;Corte térmico ;Entre 30-50;Grave;Mantenimiento
218;HS-KLGA_5750;Turno de tarde;Hombre;28;Incidente;Incidente (no aplica);Galicia;Blanking;España;17051.0;211.0;756.3;0.4;Yes;Maquinista perfiladora;Entre 30-50;Grave;Mantenimiento
219;HS-BRCL_5751;Turno de mañana;Hombre;1;Incidente;Incidente (no aplica);Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;Yes;MAQUINISTA CORTE LONGITUDINAL;Mayor 50;Leve;Mantenimiento
220;HS-HIAS_5752;Turno de mañana;Hombre;15;Incidente;ETT;Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;maquinista longi009;Entre 30-50;Leve;Mantenimiento
221;HS-HIAS_5753;Turno de tarde;Hombre;15;Incidente;Indefinido;Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Maschinenführer 1 Presse 7;Mayor 50;Muy grave;Mantenimiento
222;HS-THRN_5754;Turno de tarde;Hombre;25;Incidente;Incidente (no aplica);Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;Yes;Operador de montacargas asistido en la carga de camiones;Entre 30-50;Leve;Mantenimiento
223;HS-PRTG_5755;Turno de noche;Hombre;6;Accidente s/b;Indefinido;Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;Yes;Maquinista;Mayor 50;Grave;Mantenimiento
224;HS-PRTG_5756;Turno de mañana;Hombre;6;Accidente c/b;Duración Determinada;Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;Yes;Manutenção;Menor 30;Leve;Mantenimiento
225;HS-PRTG_5757;Turno de tarde;Hombre;6;Accidente s/b;ETT;Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;Yes;Operator / Stacker Operator;Mayor 50;Leve;Mantenimiento
226;HS-PRTG_5758;Turno de noche;Hombre;6;Incidente;Incidente (no aplica);Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;Yes;Verpacker LONGI001;Mayor 50;Leve;Mantenimiento
227;HS-PRTG_5759;Turno de noche;Hombre;6;Incidente;Incidente (no aplica);Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;Yes;Empaquetador tubos;Entre 30-50;Muy grave;Mantenimiento
228;HS-PRTG_5760;Turno de tarde;Hombre;6;Incidente;Incidente (no aplica);Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;Yes;Gruista/soldador;Mayor 50;Leve;Mantenimiento
229;HS-BRCL_5761;Turno de tarde;Hombre;1;Accidente s/b;Indefinido;Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;Yes;EMBALADO Y FLEJADO;Mayor 50;Leve;Mantenimiento
230;HS-HIAS_5762;Turno de mañana;Hombre;15;Incidente;Indefinido;Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Maquinista LC4/LC7 y Gruista;Entre 30-50;Grave;Mantenimiento
231;HS-HIAS_5763;Turno de mañana;Hombre;15;Incidente;Incidente (no aplica);Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Empaquetador tubos;Entre 30-50;Muy grave;Mantenimiento
232;HS-BRCL_5764;Turno de noche;Hombre;1;Accidente s/b;ETT;Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;Yes;Cargador negro/gruista;Entre 30-50;Leve;Mantenimiento
233;HS-VLNC_5765;Turno de mañana;Hombre;5;Accidente s/b;Indefinido;Arizona;Corte Láser;EEUU;0.0;0.0;0.0;0.0;Yes;Nacharbeit;Menor 30;Leve;Mantenimiento
234;HS-PBLA_5766;Turno de tarde;Hombre;32;Incidente;ETT;Gonvauto Asturias;Sierra;España;0.0;29316.0;188.0;47.0;Yes;Operador Puente Grúa;Entre 30-50;Leve;Mantenimiento
235;HS-PBLA_5767;Turno de tarde;Hombre;32;Incidente;Incidente (no aplica);Gonvauto Asturias;Sierra;España;0.0;29316.0;188.0;47.0;Yes;EPM;Entre 30-50;Leve;Mantenimiento
236;HS-THRN_5768;Turno de noche;Hombre;25;Incidente;Incidente (no aplica);Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;Yes;Gruista Nave 2 - 3;Entre 30-50;Grave;Mantenimiento
237;HS-GLCA_5769;Turno de tarde;Hombre;14;Incidente;Subcontratado;Burgos;Cizalla;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Fertigungsingenieur;Entre 30-50;Muy grave;Mantenimiento
238;HS-THRN_5770;Turno de tarde;Hombre;25;Accidente s/b;Indefinido;Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;Yes;Operador Puente-Grúa;Entre 30-50;Grave;Mantenimiento
239;HS-STUR_5771;Turno de mañana;Hombre;16;Incidente;ETT;Burgos;Corte Transversal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;DESCARGAS;Entre 30-50;Grave;Mantenimiento
240;HS-DNGG_5772;Turno de tarde;Hombre;41;Incidente;Incidente (no aplica);Hiasa;Corte Láser;España;0.0;167848.0;1300.5;101.5;Yes;Oxgyen cutting;Mayor 50;Muy grave;Mantenimiento
241;HS-DNGG_5773;Turno de mañana;Hombre;41;Incidente;Incidente (no aplica);Hiasa;Corte Láser;España;0.0;167848.0;1300.5;101.5;Yes;Gruista de caldera y operadores de limpieza;Menor 30;Muy grave;Mantenimiento
242;HS-HIAS_5775;Turno de tarde;Hombre;15;Incidente;Indefinido;Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;Yes;Gruista Almacenes;Entre 30-50;Muy grave;Mantenimiento
